ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2024-02-27	2	0	0	1	ALCONA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		1715			
2024-02-27	2	0	0	1	ALCONA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			14			
2024-02-27	2	0	0	1	ALCONA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				28			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				67			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			0			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			11			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			18			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			0			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			6			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		642			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			248			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		2			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		936			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			13			
2024-02-27	2	0	0	2	ALGER	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				508			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				639			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			16			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			232			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			157			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			55			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			44			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		5344			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			4709			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		45			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		11835			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			184			
2024-02-27	2	0	0	3	ALLEGAN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				129			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				248			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			3			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			44			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			45			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			22			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			9			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		1711			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			953			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		6			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		3451			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			62			
2024-02-27	2	0	0	4	ALPENA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				138			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				188			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			3			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			44			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			45			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			14			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			12			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		1587			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			1216			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		13			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		3152			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			42			
2024-02-27	2	0	0	5	ANTRIM	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				38			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				88			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			2			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			17			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			26			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			2			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			5			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		684			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			418			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		5			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		1819			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			31			
2024-02-27	2	0	0	6	ARENAC	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				5	Y		
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				33			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				60			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			0			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			9			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			18			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			1			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			0			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		411			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			173			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		3			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		912			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			26			
2024-02-27	2	0	0	7	BARAGA	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				283			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				364			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			7			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			120			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			78			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			33			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			29			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		2430			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			2357			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		17			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		6948			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			96			
2024-02-27	2	0	0	8	BARRY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				19	Y		
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				358			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				985			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			8			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			93			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			257			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			32			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			32			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		6921			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			2545			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		22			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		8836			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			284			
2024-02-27	2	0	0	9	BAY	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				89			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				186			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			2			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			20			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			44			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			21			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			14			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		1785			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			841			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		2			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		2088			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			55			
2024-02-27	2	0	0	10	BENZIE	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				1	Y		
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				629			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				879			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			17			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			198			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			234			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			76			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			58			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		7802			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			4948			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		43			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		12722			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			237			
2024-02-27	2	0	0	11	BERRIEN	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439044	WRITE-IN				0	Y		
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	-99999	UNCOMMITTED				158			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	-99998	UNCOMMITTED				208			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	438999	HUTCHINSON	ASA			4			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439000	DESANTIS	RON			63			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439002	PHILLIPS	DEAN			56			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439003	CHRISTIE	CHRIS			14			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439004	RAMASWAMY	VIVEK			15			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439005	BIDEN JR.	JOSEPH	R.		1193			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439006	HALEY	NIKKI			1142			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439007	BINKLEY	RYAN	L		8			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	2	REPUBLICAN	439008	TRUMP	DONALD	J.		4084			
2024-02-27	2	0	0	12	BRANCH	PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	439009	WILLIAMSON	MARIANNE			54			
